,0,1,2,source
4991,sunset,smoke from a fire,beyond the hill,sballas
4992,rumble of the sea,against the headlands??,a fray in my cuff,sballas
4993,curtains flutter,the shadows of birds,rising in waves,sballas
4994,empty cowshed . . .,a little bird drinks,water from the pail,sballas
4995,just alive,enough for flickers,the old cottonwood,sballas
4996,dusk moon,a child's ball bobs,on the ebb tide,sballas
4997,cousteau museum??,on the exotic fish,our family's grin,sballas
4998,first warm day,a hermit thrush,pumps its tail,sballas
4999,spring festival,sunlight haloes,the baby's hair,sballas
5000,half-blown dandelion,my neighbor's daughter,moves back in,sballas
5001,tomb of the unknown??,bird shadows,in sudden flight,sballas
5002,wet road,a shepherd watching me,slow down,sballas
5003,scattered sun??,one chickadee louder,than the rest,sballas
5004,a child bride,bows her head,the whitest peony,sballas
5005,nowhere else,but the next flower??,afternoon butterfly,sballas
5006,before & after,paying respects,a smoker in the rain,sballas
5007,tripod holes,in the creekside mud??,yosemite dawn,sballas
5008,city heat??,the grocer spritzes his greens,and little girls,sballas
5009,i am the age,my father never was,spring planting,sballas
5010,birdsong,my imaginary lover,alive again,sballas
5011,daylight savings??,the glimmer of a penny,in the sand,sballas
5012,first star??,a tiny crab climbs out,of the sand castle,sballas
5013,the mourning dove's head,turns backward so easily,cool of the evening,sballas
5014,the old magnolia . . .,a southern drawl,to my death poem,sballas
5015,deep night sky??,the car radio,between stations,sballas
5016,spring fever,a new notch,on the tomcat's ear,sballas
5017,incoming tide,a hermit crab wanders,among empty shells,sballas
5018,spring dusk,a black sheep,joins the flock,sballas
5019,his passing??,the whiteness of sheets,filled by the breeze,sballas
5020,faint stars . . .,i wonder what yu chang,is doing tonight,sballas
5021,long sermon,snow gathers,on the windowsill,sballas
5022,february thaw,goose droppings slip,into the pond,sballas
5023,a long moment,before i recognize myself,spring puddle,sballas
5024,first light . . .,the wide-awake hats,in the lettuce field,sballas
5025,seuss's birthday,a dad and two lads plant,a plant in a planter,sballas
5026,winter beach??,tire tracks turn back,on themselves,sballas
5027,plum petals??,do they cross her path too,in march winds,sballas
5028,growing season,the orchard flooded,with moonlight,sballas
5029,spring equinox??,the sun shines through,an onion skin,sballas
5030,spring's light green,i can smile,without wanting anything,sballas
5031,drought,the sound of the cat grooming,wakes me,sballas
5032,earthquake,the orange tree drops,its scent,sballas
5033,starlit night??,coolness settles,in my shoes,sballas
5034,morning fog,a dark pine shape,sheds its crows,sballas
5035,leaves on the river??,too old to call myself,orphan,sballas
5036,insomnia,the cat,kneads my hair,sballas
5037,apples picked,and the casket chosen??,lingering sunset,sballas
5038,shooting star . . .,the young girl wishes,for a white horse,sballas
5039,autumn rain,having just said i love you,into a phone,sballas
5040,still wanting,to fly????these feathers,of the dead owl,sballas
5041,the heat??,two old men argue,over a parking space,sballas
5042,slow drift of the river,splashes of sunlight,from a moorhen's back,sballas
5043,whispers . . .,the hummingbird's tongue,ripples the nectar,sballas
5044,roadhouse,a patched screen door,squeaks us through,sballas
5045,thieves? moon,salt on tomatoes,from the neighbor's vine,sballas
5046,third inning,a shot over the wall,raises a dove,sballas
5047,a skull no bigger,than my thumbnail,jasmine in bloom,sballas
5048,chappaquiddick,a water strider,crosses the pond,sballas
5049,alder stump??,an inch worm arches across,1984,sballas
5050,despite everything,her dog wags its tail,when we meet,sballas
5051,wandering,where there is no path . . .,a flicker's salmon-pink tail,sballas
5052,father's day,the height,of the lighthouse,sballas
5053,making plans,conch shell pressed,to my ear,sballas
5054,river breeze . . .,the faint clang of a ringer,on the other bank,sballas
5055,sunlit creek,my discarded walking stick,passes me,sballas
5056,a new neighbor??,the feel of sand,on a smooth shell,sballas
5057,a surfer's sea,my footprints deep,in the sand,sballas
5058,children running,the aged nun's wimple,flows in the wind,sballas
5059,iced tea??,the scent of lemon grass,from her scarf,sballas
5060,starlit sky??,i touch a turtle,before it enters the sea,sballas
5061,listening to,the ocean's history??,spring sunset,sballas
5062,wet feet,from the same rain??,the elevator stops at our floor,sballas
5063,mother's day,the clown paints sequined kisses,on her cheek,sballas
5064,rotting cabbage??,a slum child watches clouds,drift away,sballas
5065,cobwebs??,the smile on,buddha's face,sballas
5066,overnight rain??,the scent of orange blossoms,in a desert town,sballas
5067,backpacking trip,finding myself,without a mirror,sballas
5068,signs in braille,name the scents??,herb garden,sballas
5069,boyhood summer??,the hang time,of watermelon seeds,sballas
5070,storm warning,the watercolorist works,in shades of grey,sballas
5071,highway work??,a marmot whistles,at the crew,sballas
5072,delicate nest??,if only paper wasps,were fireflies,sballas
5073,spring equinox,a summons,for jury duty,sballas
5074,blackbird song,the old cat retches,on the threshold,sballas
5075,my finger draws,a furrow in the loam??,unlabeled seeds,sballas
5076,eastertide . . .,passing fields,of numbered lambs,sballas
5077,spring evening,the mouse comes up,through the floorboards,sballas
5078,tax audit??,dents in damp grass,from the mower's wheels,sballas
5079,blossom rain,grandfather's first day,in the retirement home,sballas
5080,spring wind,he pedals,faster,sballas
5081,blossoms??,talk of bringing back,the draft,sballas
5082,insomnia . . .,turning the page,to birdsong,sballas
5083,whispers,of ancient water-song,the red planet,sballas
5084,rushing creek,this flat rock,grows uncomfortable,sballas
5085,pond pagoda??,the goose twines wild grasses,around herself,sballas
5086,snow melt,the tiny dot,of a mountain goat,sballas
5087,morning pitch,of my grandmother's voice,spring wind,sballas
5088,mountain stream,the steady flow,of autumn leaves,sballas
5089,daylight savings??,moon spiders stride,across the lagoon,sballas
5090,morning stillness,pianoblack reflecting,parrotgreen,sballas
5091,plum blossoms,my dog follows,a different scent,sballas
5092,swift clouds,wind in the cup,of my hand,sballas
5093,great blue heron . . .,but the stillness,after love,sballas
5094,midnight,at the railway crossing:,last kiss of summer,sballas
5095,early morning,the spent lily,falls apart,sballas
5096,family photo,the barn,needs a coat of paint,sballas
5097,forever diminishing,our view of the sunset:,the loss of the pine,sballas
5098,night rain,no space,between us,sballas
5099,moonlight . . .,the white peonies,all to myself,sballas
5100,hands in prayer,the carpenter has one,shorter finger,sballas
5101,autumn clouds,a dove keeps calling,"?lou's dead, dead, dead?",sballas
5102,dusk,a leaf's long fall,through cicada cries,sballas
5103,moonless night,the first click,of a shark reel,sballas
5104,fragments of a dream??,starfish left behind,by the flood,sballas
5105,seabirds,the wind lifts,my daughter's hair,sballas
5106,a greengrocer,lays out her bok choy,scales of the dragon,sballas
5107,fading light,a small boy hurls rocks,at the surf,sballas
5108,ocean sunrise??,we flip shells,with our toes,sballas
5109,ocean swells . . .,"cows on a headland,",noses illuminated,sballas
5110,ocean's roar??,all the beachgoers,on their backs,sballas
5111,funeral . . .,i still remember,my first swim,sballas
5112,wild pond,step by step a turtle,meets the heat,sballas
5113,the heat,two boys take it,outside,sballas
5114,letter from iraq,a birdsong spelled,phonetically,sballas
5115,pear blossoms . . .,the farmer's wife,selects a chicken,sballas
5116,such heat,the weight,of the cat's breath,sballas
5117,storm front,a splinter of obsidian,between my fingers,sballas
5118,lengthening shadows,a stray dog,joins the picnic,sballas
5119,beach stones,the sun's warmth,fills my hand,sballas
5120,twilight,a yellow canoe,drifts across the bay,sballas
5121,sultry day,the time it takes,to detach a tick,sballas
5122,class reunion,everybody loved,my wife,sballas
5123,reunion photo,my long shadow,joins the family,sballas
5124,harbor sunset??,lovers stroll,in reflected light,sballas
5125,snap of a twig,the egret's neck,extends,sballas
5126,tipping back,my whiskey glass:,the moon,sballas
5127,lower and higher,higher but not sure,first spring peeper,sballas
5128,an iv tube,caught in sunlight,daffodils,sballas
5129,spring fever,mule ears gee and haw,above the pickup's slats,sballas
5130,passing laundry,between a flutter of sheets . . .,bob bob white,sballas
5131,making way,for the power lines??,a divided maple,sballas
5132,the smell,of root-bearing earth . . .,these restless hands,sballas
5133,rustle of wind,among the rhododendrons,feather-fluffing wren,sballas
5134,just as i decide,what kind of bird it is??,its call,sballas
5135,sweltering day??,little grasshoppers jump,ahead of the scythe,sballas
5136,midday hush,the rasp of a mallard,calling his mate,sballas
5137,a heart-shaped pebble,if you hold it just right??,our first days apart,sballas
5138,winter rain . . .,who am i,to the cat?,sballas
5139,darkening sky,snowflakes soundless,against the garden chime,sballas
5140,winter evening??,my newly divorced friend,hogs the cat,sballas
5141,a magnolia leaf,falls between us,tenor sax,sballas
5142,restless pigeons??,gentle words from a clerk,bring a hint of tears,sballas
5143,dead hamster??,my son invents,a religion,sballas
5144,cold winter night,the scent from fireplaces,all the way home,sballas
5145,lunar eclipse,the primal beat of techno,from a passing car,sballas
5146,last kiss . . .,the smell of hay,in her hair,sballas
5147,pleiades at dawn??,his hand comes to rest,on the small of my back,sballas
5148,long train journey??,a man brings on,the smell of autumn,sballas
5149,new moon,the possum's posthumous,grin,sballas
5150,raindrops,snaking down the pine bark??,his rough hands,sballas
5151,meteor shower??,digging my toes deeper,into the sand,sballas
5152,morning train??,a few notes of birdsong,through the closing door,sballas
5153,home,for dad's funeral??,not the same quiet in the kitchen,sballas
5154,new patterns,on the wallpaper??,autumn dawn,sballas
5155,lingering fog??,a tent caterpillar,drops out,sballas
5156,sagging cedar rail . . .,wind works its way,through the bluestem,sballas
5157,gathering heat??,my throat,no longer firm,sballas
5158,deadlines . . .,an ice cream truck's song,in the distance,sballas
5159,gettysburg,traffic backed up,to the interstate,sballas
5160,campfire circle,a friend's back,leans against mine,sballas
5161,above the cries of,"""hey, batter, batter""",a meadowlark,sballas
5162,songwriter's lunchbreak??,a dishrag muffles,the windchimes,sballas
5163,swelter,a cat watches traffic,from the long grass,sballas
5164,summer grasses,the lakota sings,of a white buffalo,sballas
5165,first firefly,my wife and i share,our fortunes,sballas
5166,cloudless sky,the baaing,of penned sheep,sballas
5167,hermit thrush . . .,knowing when it's time,for me to go,sballas
5168,17-year cicadas??,the persistent itching,of my stitches,sballas
5169,midsummer's eve??,even the terrifying mongrel,decorated with flowers,sballas
5170,silence after thunder,a damselfly's,still wings,sballas
5171,morning light,each cattle egret,selects its cow,sballas
5172,my daughter skips off??,in a drying clam shell,a color i couldn?t name,sballas
5173,summer vacation,the bumpy ride,back home,sballas
5174,evening thunder,magpies scold something,at the windmill,sballas
5175,campgrounds,a snail shell,in our spot,sballas
5176,honeymoon??,the undertow pulls the sand,from beneath my foot,sballas
5177,map unfolded,an earwig scurries,from main roads,sballas
5178,the mother quail,keeps calling her lost chick,summer twilight,sballas
5179,first light,my brow breaking,a strand of web,sballas
5180,hard paddling,the wind,dries my teeth,sballas
5181,sun-warmed patio,the bird with one foot,bellies down,sballas
5182,his small please?,a burial procession,for the fish,sballas
5183,remaining heat,the frayed edge,of a salesman's tie,sballas
5184,summer solstice??,insect eggs swell,in the alder leaves,sballas
5185,harsh sun,a child watches fishermen,club eels,sballas
5186,summer solstice,the bright spaces between,long tree shadows,sballas
5187,a quiet afternoon??,the pinwheel twirls,only halfway,sballas
5188,boys play past dusk,the smell of water,from a garden hose,sballas
5189,black pond,swallowing snowflakes,a goose dips her beak,sballas
5190,ice melted??,she reads garcia marquez,under a cat,sballas
5191,spring wind,the sprinter dashes,the other way,sballas
5192,the evening star . . .,our flower-viewing faces,begin to change,sballas
5193,twilit city,creek pebbles,in my shoe,sballas
5194,silent spring??,a cooper's hawk,stalking the bushes,sballas
5195,bilingual children,honey bees move,into the bird house,sballas
5196,cloudless sky??,in mayan nine words,for the color blue,sballas
5197,steel band at twilight??,a single file of ducklings,crosses the bay,sballas
5198,night heat??,the rising scent,of mosquito repellant,sballas
5199,bird call . . . insect . . .,who is it wakes me,in the deepest dark?,sballas
5200,morning fog,a carpenter calls,for a 2 x 4,sballas
5201,leaves turning??,the toboggan hanging,in the dark garage,sballas
5202,ebb tide,the other tracks in the sand,also mine,sballas
5203,clothesline??,ballet tights frozen,in fifth position,sballas
5204,half-empty bed,i try to recall,his faults,sballas
5205,an early chill??,the toolshed door,pounds on its latch,sballas
5206,one maple leaf . . .,end over end on the sand,without a trace,sballas
5207,gliding hawk,balancing the light,on stiffened wings,sballas
5208,quitting time,snowflakes blend,with the crowd,sballas
5209,heather in bloom??,between wind gusts,the sound of my pen,sballas
5210,country store??,two old-timers whittle,over world affairs,sballas
5211,first day of school,the line of children,at the pencil sharpener,sballas
5212,autumn sun,the comfort,of old blue jeans,sballas
5213,thinning bones??,craters darken,the harvest moon,sballas
5214,rain today,a foot tapping,of its own accord,sballas
5215,summer's end,a flatbed's loose chain,rattles down the road,sballas
5216,17 years,how carelessly she flicks off,the cicada,sballas
5217,last of the sunlight,cows bounding,downhill,sballas
5218,a keeper moon . . .,the old fisherman,lets out more line,sballas
5219,weathered bridge,everything but the moon,drifting downstream,sballas
5220,pink sky,a woman sings,to her laundry,sballas
5221,fierce bull . . .,a little bird,on the hump,sballas
5222,wild flowers??,i brush mosquitoes,from the camera lens,sballas
5223,lingering heat,the actress i had a crush on,in playboy,sballas
5224,a gray cubicle??,cicada songs,through a speaker phone,sballas
5225,evening crickets,star by star,the dipper appears,sballas
5226,moonlit pasture,my shadow,chirps,sballas
5227,midsummer sun,facing the mountain,i?ll never climb,sballas
5228,plunge of coolness??,the piebald mare and i,slide apart in the creek,sballas
5229,too hot to move . . .,the crickets,cricket,sballas
5230,fireflies,my son writes his name,with a sparkler,sballas
5231,tonight's stars . . .,the stilt-walker talks about,his youth,sballas
5232,evensong??,from the flooded field,a fullthroated frog,sballas
5233,thunderhead??,a plume of smoke,from the old salt's mouth,sballas
5234,summer solstice,the measuring tape reels back,into its case,sballas
5235,a hawk's shrill,above the sunlit meadow??,empty mailbox,sballas
5236,between a rock,and a hard place . . .,the oncologist's fish,sballas
5237,singing gondolier,the passengers?,fixed smiles,sballas
5238,the long day??,a mason drizzles mortar,between flagstones,sballas
5239,berlin wall,a smooth stone,in my pocket,sballas
5240,doctor's waiting room??,each patient examined,by a fly,sballas
5241,still alive!,a distant neighbor's,summer-blooming maple,sballas
5242,snow glare??,the scent of lotion,on a pair of sunglasses,sballas
5243,hazy dawn,a skunk's white stripe,blends with the daisies,sballas
5244,chinese new year??,daring to call my sister,a monkey,sballas
5245,miles of beach . . .,the sudden urge,to run,sballas
5246,walking off anger . . .,johnny-jump-ups,exactly mid-path,sballas
5247,almost spring,noseprints,on every window,sballas
5248,sunbeams,the toddler sticks his finger,in a daffodil,sballas
5249,sea mist burning off??,a sandpiper glides by,on blurred legs,sballas
5250,formal garden??,dog-toothed violets,loose on the lawn,sballas
5251,yesterday's rain??,another butterfly changes,the size of the blossom,sballas
5252,autumn colors,seeping into the mist??,water down my collar,sballas
5253,funeral day,his old umbrella,won?t open,sballas
5254,winter twilight,an arc of crows,echoes the mountain,sballas
5255,dwindling fire??,our conversation shifts,to death,sballas
5256,midnight stars??,the kitten warm,in my sweater,sballas
5257,chapel in the rain??,the lift of white doves,against blackened stones,sballas
5258,winter twilight,the shadowed hill,beyond the hill,sballas
5259,her placenta,beneath an oak sapling,first star,sballas
5260,prison vigil,cold gusts keep blowing out,the candles,sballas
5261,all the frogs,in the snakes? aquarium,staring at the sun,sballas
5262,the downpour ends . . .,much discussion inside,the balsam fir,sballas
5263,rumors??,a hillside,of kudzu,sballas
5264,back to school,the bitter end,of the cucumber,sballas
5265,family album??,the cherry branches in bloom,now bare,sballas
5266,the sheep too,were always here,standing stones,sballas
5267,evening star,the skiff's wake whispers,in the reeds,sballas
5268,still some song,in the four strings left??,summer's end,sballas
5269,sabbath morning,the transfigured face,of the shaped-note singer,sballas
5270,the day after,the family reunion,visiting graves,sballas
5271,earthquake season??,the moth orchid,begins to flutter,sballas
5272,hot afternoon,the squeak of my hands,on my daughter's coffin,sballas
5273,eyes closed,while listening to her poem,the summer wind,sballas
5274,first frost??,the thrush brings a snail,to the anvil stone,sballas
5275,winter rain,the shape of shoulder blades,through her shawl,sballas
5276,home from vacation . . .,houseflies find,the open door,sballas
5277,a new school year??,one long blast,of the bus driver's horn,sballas
5278,fall migration,streaks of purple loosestrife,through the marsh,sballas
5279,evening glories??,should i complain about my life,like hisajo?,sballas
5280,she lets go of my hand . . .,the stars,without a constellation,sballas
5281,family reunion . . .,patches of fog,on the horizon,sballas
5282,drought's end??,a boatman's song starts,the wadi babbling,sballas
5283,fossil stone,skipping it,the same,sballas
5284,graveside,my father and i,find common ground,sballas
5285,almost soundless,the slowing stream,heavy with autumn,sballas
5286,harvest time,watermelons tossed,man to man,sballas
5287,farmers? market,the snap of a green bean,over traffic noise,sballas
5288,new moon??,one white chick strays,from the broody hen,sballas
5289,sultry day,peaches packed at the bottom,of the grocery bag,sballas
5290,bright estuary . . .,the red jellyfish float in,with the tide,sballas
5291,labor day,the plowboy pauses,for a photo,sballas
5292,no crop this season??,the deep wrinkles,in his neck,sballas
5293,roadside stand,the cold skin,of the last pear,sballas
5294,end of vacation,palmetto husk dolls,with slanted smiles,sballas
5295,war news . . .,an old peasant talks to,the persimmon tree,sballas
5296,soft rain,an earthworm,stretches its pink,sballas
5297,silvered leaves,the sound of a jet,inside the rain,sballas
5298,just long enough,to leave an impression,dragonfly,sballas
5299,rejection letter,i walk at dawn,past barking dogs,sballas
5300,blazing heat,a homeless woman,wishes me a good day,sballas
5301,summer morning??,the mockingbird sings,a song from my youth,sballas
5302,the damp pavement,around each puddle . . .,summer dusk,sballas
5303,moonless night,a ladybug husk,down the drain,sballas
5304,blue sky morning??,sweeping a cobweb,off the clothesline,sballas
5305,cliff dust,cicadas saw,through the heat,sballas
5306,winter doldrums,up to her elbows,in potting soil,sballas
5307,broken iris,every vase,looks wrong,sballas
5308,scent of lilacs,the chalk ledge full,of small pieces,sballas
5309,mosquitoes,the slap of feet,in the dojo,sballas
5310,meditation??,a hickory nut,hits the skylight,sballas
5311,snowcaps,clouds of breath,above the herd,sballas
5312,sunshine,through the river's haze,white butterflies,sballas
5313,alley windows,laundry and gossip,pass back and forth,sballas
5314,a spider crawls,from the bonsai pot??,cello notes,sballas
5315,a new day,how to translate,this talk of crows,sballas
5316,ocean fog,the mumble of eiders,gathered offshore,sballas
5317,apple-picking day,the faded pattern,of grandma's blouse,sballas
5318,all souls? day,a child tries to catch,the falling leaves,sballas
5319,near dark??,the grand hotel drips,long after the rain,sballas
5320,long winter??,prayer bundles sway,in the cedars,sballas
5321,foggy morning??,tipping his hat,to the scarecrow,sballas
5322,autumn dusk,a girl with pigtails milking,the black angus,sballas
5323,wind and rain,the candle's smoky flicker,as we speak of ghosts,sballas
5324,a solitary night,this quiet communion,with fireplace flames,sballas
5325,field of gravestones,not one tree to block,the sweeping wind,sballas
5326,sunset moon,she pops seafroth bubbles,with her lips,sballas
5327,after the burial,my eyes on the shadows,of everything,sballas
5328,one of the stumps,turns in the fire,all hallow's eve,sballas
5329,autumn morning??,a retiree watches,the one-way cars,sballas
5330,war memorial,they have stopped,cutting the grass,sballas
5331,crescent moon,would i look at the clouds,without it?,sballas
5332,no hesitation,after the storm,cicadas,sballas
5333,flapping from the pond,a v takes shape,twilight chill,sballas
5334,sunday paper,a night's drift of leaves,against the stoop,sballas
5335,windless,the echo,of twenty-one guns,sballas
5336,autumn rain??,she places his flowers,in the second-best vase,sballas
5337,fog rising??,mushrooms push aside,a bed of pine needles,sballas
5338,the softest who?,a flutter in the chimney,sends down soot,sballas
5339,new coolness,a bend of current,around the sea buoy,sballas
5340,lonely walk,looking for the sun,for my shadow,sballas
5341,a purple haze,across the hairgrass??,scent of her perfume,sballas
5342,autumn equinox,my mother's writing,on yellowed paper,sballas
5343,the monarch butterfly,spirals in an updraft,my loneliness,sballas
5344,a pile of clams,far from shore??,summer's end,sballas
5345,summer's end:,returning home,to shadows,sballas
5346,lovers? moon,the first godwits,settle in,sballas
5347,smoking break,out by the dumpster,crickets mate,sballas
5348,a slow wasp??,the lamb on the spit,makes another turn,sballas
5349,warm afternoon,my daughter's eyes close,as i read,sballas
5350,sweet nothings . . .,a feeding swallow turns,into last light,sballas
5351,lingering heat,a long line of freight cars,grinds to a halt,sballas
5352,graveside,the seeing-eye dog,looks upwind,sballas
5353,her small son struggles,with the cemetery tap . . .,summer grass,sballas
5354,slow moving clouds,we plan our future,grandchildren,sballas
5355,rumble of thunder,a street juggler,lights his torches,sballas
5356,gridlock??,the blind girl whispers,to her dog,sballas
5357,small town??,no fence around,the cemetery,sballas
5358,rings on a stump??,an inch,for my life,sballas
5359,my lungs fill,with alpine air . . .,wanting to yodel,sballas
5360,day's end,the length of my fish,the length of my father's fish,sballas
5361,veterans? home,with his left-handed hook,a paper swan,sballas
5362,an old love song??,mother slices,homegrown tomatoes,sballas
5363,first day of school,the teacher,wears purple socks,sballas
5364,solar eclipse,the valley fills with,howls,sballas
5365,moonless night??,from the harvested field,the hoot of an owl,sballas
5366,billowing curtains??,an unexpected memory,of grandma's parakeet,sballas
5367,summer's end,last of the blackberries,behind a web,sballas
5368,fall colors??,my youngest son's,deep voice,sballas
5369,year's end,the bartender,blocks my reflection,sballas
5370,winter day??,too tired to make the clouds,anything but clouds,sballas
5371,first blossoms,a breeze shifts something,in each room,sballas
5372,robins outside?,the piano tuner,works on middle c,sballas
5373,cycling uphill??,the butterfly,passes me,sballas
5374,chemotherapy,her children's names,tattooed on her shoulder,sballas
5375,doe and yearling,fade into the woods,hepatica in bloom,sballas
5376,spring morning,the children's game,of being quiet,sballas
5377,sunny morning??,his basket full,of spinning pinwheels,sballas
5378,cherry blossom hill . . .,children coming down,where there is no path,sballas
5379,a killing frost??,everything i couldn?t write,about chrysanthemums,sballas
5380,out of work??,the silverberry hedge,in a growth spurt,sballas
5381,cracked sidewalk,a young maple,branches out,sballas
5382,fall breeze,a wasp struggles,with the screen door,sballas
5383,jays at the feeder,i remember the names,of high school bullies,sballas
5384,fallen apple??,the bruise from the earth,cut off,sballas
5385,deep autumn,a fish slides down,the cormorant's throat,sballas
5386,autumn rain,settled,in my ways,sballas
5387,a path opens,through the pigeons??,wet maple leaves,sballas
5388,all its leaves fallen??,a tree we were,forbidden to climb,sballas
5389,winter stars,who else sits up,with a sick child?,sballas
5390,crackling beach fire??,we hum in place of words,we can?t recall,sballas
5391,flooded plain??,fence tops show which water,belongs to whom,sballas
5392,fallen leaves,slide over the spillway another daydream,,sballas
5393,election day folding and unfolding,umbrellas,,sballas
5394,winter daybreak the shadow of a bird,darts into the bedroom,,sballas
5395,rusted plow a few husks of cotton,left in the field,,sballas
5396,first snowflakes the caged raven,playing with its food,,sballas
5397,autumn evening,the neighbor's turtle tank,glows,sballas
5398,open window,everything i know of the world,in falling leaves,sballas
5399,falling acorns the deer's,ears,,sballas
5400,winter light . . .,his war medals,in a shadow box,sballas
5401,winter dusk,the sleeping child surrounded,by origami cranes,sballas
5402,rainy darkness,in the cobbled street,the blind beggar,sballas
5403,childhood home,she spins maple seeds,off the front porch,sballas
5404,summer's end my children try to teach me,how to smile,,sballas
5405,cantaloupes for sale,the farm girl's eyes,over her newspaper,sballas
5406,geese winding south,yellowjackets buzz,the empty barbecue,sballas
5407,building a puzzle,three days,of rain,sballas
5408,last day together,a boat breaks up,our reflections,sballas
5409,the call of wild geese,a field of pale goldenrod,leaning southward,sballas
5410,new love,still some green,in these autumn leaves,sballas
5411,fall migration,the phone lines busy,gathering birds,sballas
5412,car horns,thistledown floats,through traffic,sballas
5413,the cool side,of corn husks,kitchen shade,sballas
5414,moths on the door,i close,and lock,sballas
5415,summer stars,the trumpet glinting,from its case,sballas
5416,change in weather,talkative strangers,on a park bench,sballas
5417,cabin steps,fresh birch seeds,since morning,sballas
5418,thin summer moon a waft of burnt insect,from the halogen bulb,,sballas
5419,one firefly,my childhood,before my eyes,sballas
5420,stars appear a flower vendor,stringing jasmine,,sballas
5421,thunderclap,a blue reflection,in the dog's brown eyes,sballas
5422,the old cat rubs,her nose in the french lavender morning dew,,sballas
5423,misty morning the young heron's feet,spring green,,sballas
5424,careful steps,rocking the boat,rocking the top of the ocean,sballas
5425,almost dusk,an open door,to the lighthouse,sballas
5426,the lagoon egret sound of clothes,washed on stones,,sballas
5427,towering pines,a bobcat prowls,in the early mist,sballas
5428,clearing sky a young gull,tests the wind,,sballas
5429,the last telephone pole,a herring gull perched,on one leg,sballas
5430,day in the park finding a cherry blossom,in the baby's diaper,,sballas
5431,scarlet sunset a fighting cock's feathers,ruffle in the breeze,,sballas
5432,finding a way,through the forest,winter sunlight,sballas
5433,horned owl,near the window,a curtain inhales,sballas
5434,first morning dunking the last,of the homemade bread,,sballas
5435,overcast sky adding more driftwood,to the bird blind,,sballas
5436,cry of the killdeer,river stones,worn smooth,sballas
5437,new year's eve,falling snow quiets,the final hour,sballas
5438,wee hours the leaves on the roof,shift again,,sballas
5439,upscale condo,a red fox drinks,from the swimming pool,sballas
5440,winter morning,a ring of cattails,holds the mist,sballas
5441,winter clouds,a neighbor's r'sum?,left in our mailbox,sballas
5442,last berries the weight of a squirrel,on the branch end,,sballas
5443,dead tree,the last leaf,chirps,sballas
5444,alpine air losing the few stars i know,to the skyful,,sballas
5445,the jaw ache,from a temporary crown winter rain,,sballas
5446,winter sun,the blur of stones,beneath river ice,sballas
5447,morning frost broken venetian blinds,in the house of the murder,,sballas
5448,hope,without knowing what for,autumn colors,sballas
5449,winter sunrise the random tilt,of beaver-chewed trees,,sballas
5450,rugby scrum,a cloud of breath,floats above,sballas
5451,evening visitation,the smell of winter,on coats,sballas
5452,autumn sun,a fly captured,in amber,sballas
5453,train berth,hot tea from a clay pot,tasting of earth,sballas
5454,morning moonlight . . .,a raccoon teeters,on the chain link fence,sballas
5455,sand speckled,by autumn rain her hand in mine,,sballas
5456,indian summer the doe turns,into the wind,,sballas
5457,autumn wind,my arms around the child,within,sballas
5458,dawn . . .,a lorry driver washes,his face by the highway,sballas
5459,gray sky smelling the air for rain,or smoke,,sballas
5460,desert petroglyph,autumn rain falls,on the sun,sballas
5461,autumn drizzle i chop the carrots,into finer bits,,sballas
5462,japanese garden . . .,a bamboo staff left,in the bamboo,sballas
5463,this house,is my last home,bougainvilleas in bloom,sballas
5464,the flatness,of watermelon seeds,august dusk,sballas
5465,peony bud,cut for the grave . . .,wren song all day long,sballas
5466,mole crabs,in the palms of my hands,the retreating surf,sballas
5467,moving day their pregnant cat,left behind,,sballas
5468,midday heat,snap of the shoeshiner's rag,against the toe,sballas
5469,the waiting room an ant on my lapel,cleans its antennae,,sballas
5470,afternoon warmth the reflections of horse heads,in muddy trough water,,sballas
5471,dark blues the empty halves,of a sea shell,,sballas
5472,dawn,caught in a dewdrop the empty swing,,sballas
5473,death valley,a tumbleweed,faintly green,sballas
5474,sunrise clouds,a rat burrows,into earthquake rubble,sballas
5475,barefoot,in the dandelions warm rain,,sballas
5476,morning tea a warbler's song drifts,through a wind chime,,sballas
5477,las vegas,all the lights fading,into sunrise,sballas
5478,desert wind,the potter's fingerprints,impressed on an ancient urn,sballas
5479,washing day,wind whips the judo jacket,through its moves,sballas
5480,labyrinth path,a change in the wind,with each turn,sballas
5481,ripening kale,a white cabbage moth,lands again and again,sballas
5482,daybreak a white dog,crosses the snow,,sballas
5483,winter sunset a taxi cab,stops in front of me,,sballas
5484,the road home,a star too bright,to be a star,sballas
5485,meltwater a trout leaps,the falls,,sballas
5486,iris garden,the golden spider's,giant egg case,sballas
5487,empty birdfeeder,the shimmer of falling snow,as a sparrow lands,sballas
5488,winter dusk,she paints her nails,deeper red,sballas
5489,roar of snowmelt,beneath the footbridge first dogwood blossom,,sballas
5490,birdsong the shimmer of rain,on the lake,,sballas
5491,a child's smile,ringed with dirt spring planting,,sballas
5492,new year's day,my overalls stained,with last year's garden,sballas
5493,morning star??,frost in the paperboy's,bicycle tracks,sballas
5494,new year's day??,bleaching work shirts,back to white,sballas
5495,funeral's end??,a pine bough sloughs,its burden of snow,sballas
5496,ice storm??,the great buck's antlers,devoured by mice,sballas
5497,freezing rain,one unwed year,into the next,sballas
5498,late for work??,the flutter of leaves,under my wiper,sballas
